"region","s1aq1","s1aq4y","urbrur","s1aq5","s2aq3","s2aq11a29","s4aq2","s4aq40a1","s4aq43m","s4aq49","s4aq55a","s4gq13c","hhid","s3aq23hhid","education_rank","urban_binary","abv_avg_wage"
"GREATER ACCRA","Female",17,"Rural","Never married","SSS/SHS",5000,NA,NA,NA,NA,673.530203086443,NA,213512,1,6,0,"Low"
"EASTERN","Female",11,"Rural",NA,"Primary",50,NA,NA,NA,NA,704.84499041006,NA,423409,1,3,0,"Low"
"UPPER EAST","Male",0,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,554713,10,NA,1,"Low"
"SAVANNAH","Male",0,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,550611,10,NA,0,"Low"
"NORTH EAST","Male",15,"Rural","Never married","JSS/JHS",0,NA,NA,NA,NA,618.119080643605,NA,252917,1,4,0,"Low"
"WESTERN","Male",44,"Urban","Married (Customary/Traditional)","Voc/Tech/Commercial",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,300616,1,8,1,"Low"
"EASTERN","Male",13,"Rural","Never married","Primary",80,NA,NA,NA,NA,704.84499041006,NA,123002,NA,3,0,"Low"
"GREATER ACCRA","Female",28,"Urban","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,112307,2,4,1,"Low"
"NORTH EAST","Female",11,"Rural",NA,"Primary",60,NA,NA,NA,NA,704.84499041006,NA,352705,1,3,0,"Low"
"GREATER ACCRA","Male",16,"Urban","Never married","SSS/SHS",600,NA,NA,NA,NA,673.530203086443,NA,509020,10,6,1,"Low"
"CENTRAL","Male",4,"Urban",NA,"Nursery",200,NA,NA,NA,NA,681.833333333333,NA,606304,2,1,1,"Low"
"OTI","Female",56,"Urban","Informal/living together","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",742506,1,3,1,"High"
"UPPER WEST","Male",4,"Rural",NA,"Other specify",200,NA,NA,NA,NA,NA,NA,659416,1,NA,0,NA
"BONO EAST","Male",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,341408,1,NA,0,"Low"
"ASHANTI","Female",37,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,429517,1,0,0,"High"
"WESTERN","Female",16,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,203602,1,4,0,"Low"
"UPPER EAST","Female",20,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,156911,1,0,0,"High"
"GREATER ACCRA","Male",54,"Rural","Married (Civil/Ordinance)","Middle",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,413716,1,5,0,"Low"
"NORTHERN","Female",7,"Rural",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,547710,80,2,0,"High"
"NORTHERN","Female",10,"Rural",NA,"Primary",100,NA,"Service and sales workers",3,NA,660.672413793103,NA,647409,NA,3,0,"Low"
"BONO","Female",49,"Urban","Widowed","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",736101,1,3,1,"Low"
"UPPER EAST","Male",55,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,NA,0,NA,821.77145438121,"No",156715,1,0,0,"High"
"CENTRAL","Female",56,"Urban","Widowed","Middle",NA,NA,"Service and sales workers",6,NA,660.672413793103,NA,506618,10,5,1,"Low"
"UPPER WEST","Male",56,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Service and sales workers",12,NA,660.672413793103,NA,358904,1,0,0,"Low"
"WESTERN NORTH","Female",23,"Rural","Never married","SSS/SHS",NA,5,"Service and sales workers",8,"No",1000,"No",732613,1,6,0,"High"
"BONO EAST","Female",51,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",740112,10,0,1,"High"
"SAVANNAH","Male",7,"Rural",NA,"Primary",35,NA,NA,NA,NA,704.84499041006,NA,349818,1,3,0,"Low"
"OTI","Female",43,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",643402,1,0,1,"High"
"WESTERN","Female",28,"Rural","Married (Customary/Traditional)","SSS/SHS",NA,5,"Service and sales workers",6,NA,660.672413793103,NA,103810,1,6,0,"Low"
"ASHANTI","Female",16,"Rural","Never married","JSS/JHS",200,NA,NA,NA,NA,618.119080643605,NA,329412,2,4,0,"Low"
"UPPER EAST","Male",8,"Rural",NA,"Kindergarten",200,NA,NA,NA,NA,729.655004205214,NA,355406,1,2,0,"High"
"UPPER EAST","Female",75,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,355502,1,0,0,"High"
"EASTERN","Male",14,"Urban","Never married","SSS/SHS",0,NA,NA,NA,NA,673.530203086443,NA,318705,1,6,1,"Low"
"GREATER ACCRA","Female",15,"Urban","Never married","JSS/JHS",200,NA,NA,NA,NA,618.119080643605,NA,112205,1,4,1,"Low"
"CENTRAL","Female",8,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,206209,1,3,1,"Low"
"AHAFO","Female",6,"Urban",NA,"Primary",300,NA,NA,NA,NA,704.84499041006,NA,333803,1,3,1,"Low"
"ASHANTI","Male",22,"Rural","Never married","SSS/SHS",NA,NA,NA,2,NA,673.530203086443,NA,128302,3,6,0,"Low"
"NORTHERN","Female",1,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,748202,1,NA,0,"Low"
"UPPER WEST","Female",5,"Rural",NA,"Kindergarten",10,NA,NA,NA,NA,729.655004205214,NA,559116,80,2,0,"High"
"UPPER WEST","Female",61,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",6,NA,889,"No",759713,NA,0,0,"High"
"OTI","Female",4,"Urban",NA,"Nursery",20,NA,NA,NA,NA,681.833333333333,NA,643202,1,1,1,"Low"
"VOLTA","Male",11,"Rural",NA,"Primary",320,NA,NA,NA,NA,704.84499041006,NA,417004,1,3,0,"Low"
"ASHANTI","Male",8,"Urban",NA,"Primary",800,NA,NA,NA,NA,704.84499041006,NA,624523,NA,3,1,"Low"
"BONO EAST","Female",5,"Urban",NA,"Kindergarten",70,NA,NA,NA,NA,729.655004205214,NA,440109,1,2,1,"High"
"ASHANTI","Female",27,"Urban","Married (Customary/Traditional)","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,223822,1,3,1,"Low"
"OTI","Female",32,"Rural","Separated","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",344611,1,0,0,"High"
"AHAFO","Female",6,"Rural",NA,"Nursery",50,NA,NA,NA,NA,681.833333333333,NA,335007,1,1,0,"Low"
"CENTRAL","Male",46,"Urban","Informal/living together","JSS/JHS",NA,6,"Plant and machine operators, and assemblers",0,"No",100,"No",306404,4,4,1,"Low"
"WESTERN NORTH","Male",26,"Rural","Never married","SSS/SHS",NA,NA,"Plant and machine operators, and assemblers",5,NA,561.896551724138,NA,531415,10,6,0,"Low"
"ASHANTI","Female",24,"Rural","Never married","SSS/SHS",NA,6,"Service and sales workers",2,"No",500,"No",627913,1,6,0,"Low"
"GREATER ACCRA","Female",9,"Urban",NA,"Primary",120,NA,NA,NA,NA,704.84499041006,NA,711907,1,3,1,"Low"
"NORTH EAST","Female",14,"Rural","Never married","Primary",200,NA,NA,NA,NA,704.84499041006,NA,553008,10,3,0,"Low"
"OTI","Male",26,"Rural","Never married","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Yes",244816,1,4,0,"High"
"NORTHERN","Male",66,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,447217,1,0,0,"High"
"UPPER EAST","Female",16,"Rural","Never married","SSS/SHS",1000,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,255418,1,6,0,"High"
"GREATER ACCRA","Female",38,"Rural","Married (Civil/Ordinance)","Secondary",NA,NA,NA,NA,NA,804.501231527094,NA,113709,1,7,0,"High"
"OTI","Female",13,"Rural","Never married","Primary",150,NA,NA,NA,NA,704.84499041006,NA,143707,1,3,0,"Low"
"GREATER ACCRA","Male",14,"Urban","Never married","JSS/JHS",120,NA,NA,NA,NA,618.119080643605,NA,611219,1,4,1,"Low"
"UPPER EAST","Male",3,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,155008,1,3,1,"Low"
"NORTHERN","Female",20,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,447108,1,0,0,"High"
"EASTERN","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,121810,1,NA,0,"Low"
"OTI","Female",12,"Urban","Never married","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,242318,1,0,1,"High"
"UPPER WEST","Male",16,"Rural","Never married","Primary",25,5,"Plant and machine operators, and assemblers",5,"No",500,NA,558618,10,3,0,"Low"
"AHAFO","Female",8,"Rural",NA,"Primary",250,NA,NA,NA,NA,704.84499041006,NA,235415,NA,3,0,"Low"
"NORTHERN","Female",11,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,646111,1,3,1,"Low"
"BONO EAST","Female",7,"Rural",NA,"Kindergarten",120,NA,NA,NA,NA,729.655004205214,NA,441411,1,2,0,"High"
"NORTHERN","Female",72,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,447606,1,0,0,"High"
"SAVANNAH","Male",42,"Urban","Married (Islamic)","SSS/SHS",NA,NA,"Craft and related trades workers",3,NA,267.5,NA,549408,10,6,1,"Low"
"NORTHERN","Female",36,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,446903,1,0,0,"High"
"BONO","Female",38,"Rural","Divorced","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",2,NA,889,"Yes",737707,NA,0,0,"High"
"WESTERN","Female",15,"Urban","Never married","JSS/JHS",110,NA,NA,NA,NA,618.119080643605,NA,700409,1,4,1,"Low"
"CENTRAL","Female",31,"Urban","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",106006,1,4,1,"Low"
"NORTHERN","Female",6,"Rural","Never married","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,346909,1,0,0,"High"
"VOLTA","Female",6,"Rural",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,417306,NA,2,0,"High"
"WESTERN","Female",3,"Urban",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,700414,1,0,1,"High"
"OTI","Female",18,"Rural","Never married","JSS/JHS",160,NA,NA,NA,NA,618.119080643605,NA,744401,1,4,0,"Low"
"ASHANTI","Female",48,"Urban","Married (Islamic)","No Formal Education",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",227306,1,0,1,"Low"
"NORTH EAST","Male",44,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",653308,1,0,0,"High"
"OTI","Male",55,"Urban","Informal/living together","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",743014,1,3,1,"High"
"NORTHERN","Female",5,"Rural",NA,"Kindergarten",35,NA,NA,NA,NA,729.655004205214,NA,546707,10,2,0,"High"
"ASHANTI","Female",13,"Rural","Never married","Primary",900,NA,"Service and sales workers",0,NA,660.672413793103,NA,528703,10,3,0,"Low"
"NORTH EAST","Male",25,"Urban","Never married","SSS/SHS",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,551207,10,6,1,"Low"
"NORTHERN","Female",74,"Rural","Widowed","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,546705,10,0,0,"High"
"GREATER ACCRA","Male",10,"Rural",NA,"Primary",214,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,314208,1,3,0,"High"
"NORTH EAST","Male",16,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,352912,1,4,0,"Low"
"UPPER EAST","Male",10,"Urban",NA,"Kindergarten",383,NA,NA,NA,NA,729.655004205214,NA,154213,1,2,1,"High"
"ASHANTI","Male",11,"Rural",NA,"Primary",150,NA,NA,NA,NA,704.84499041006,NA,329516,1,3,0,"Low"
"EASTERN","Female",61,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",322407,2,3,0,"High"
"BONO","Male",44,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",6,NA,889,NA,137906,1,4,0,"High"
"VOLTA","Female",29,"Rural","Married (Civil/Ordinance)","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",616712,1,3,0,"Low"
"WESTERN NORTH","Male",25,"Urban","Never married","Tertiary - Bachelor's Degree",NA,5,"Professionals",0,"Yes",2500,"Yes",630312,1,12,1,"High"
"AHAFO","Female",12,"Rural","Never married","JSS/JHS",160,NA,NA,NA,NA,618.119080643605,NA,735409,1,4,0,"Low"
"NORTH EAST","Male",19,"Rural","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,152506,1,6,0,"High"
"WESTERN","Female",16,"Urban","Never married","JSS/JHS",500,NA,NA,NA,NA,618.119080643605,NA,700516,NA,4,1,"Low"
"EASTERN","Female",20,"Rural","Informal/living together","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,223412,1,3,0,"Low"
"ASHANTI","Female",83,"Urban","Widowed","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,126904,1,3,1,"Low"
"VOLTA","Male",53,"Rural","Married (Customary/Traditional)","Middle",NA,6,"Clerical support workers",0,"No",30,"Yes",616609,1,5,0,"Low"
"UPPER EAST","Male",32,"Urban","Married (Customary/Traditional)","JSS/JHS",NA,7,"Craft and related trades workers",3,NA,267.5,"No",154013,2,4,1,"Low"
"BONO","Male",73,"Urban","Informal/living together","Middle",NA,NA,NA,0,NA,777.271367946636,NA,136715,1,5,1,"High"
"EASTERN","Male",10,"Rural",NA,"Primary",200,NA,NA,NA,NA,704.84499041006,NA,421914,1,3,0,"Low"
"ASHANTI","Female",11,"Rural",NA,"Primary",600,NA,NA,NA,NA,704.84499041006,NA,429013,1,3,0,"Low"
"UPPER EAST","Male",21,"Rural","Never married","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,256916,1,3,0,"High"
"UPPER WEST","Male",56,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,558912,10,0,0,"Low"
"CENTRAL","Female",32,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Elementary occupations",3,NA,464.756097560976,NA,508402,10,4,0,"Low"
"GREATER ACCRA","Female",47,"Rural","Married (Customary/Traditional)","Middle",NA,6,"Service and sales workers",9,NA,660.672413793103,"No",313816,1,5,0,"Low"
"NORTH EAST","Female",27,"Urban","Married (Islamic)","SSS/SHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,"Don't Know",751605,1,6,1,"Low"
"EASTERN","Male",78,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,521009,10,0,0,"High"
"UPPER EAST","Female",22,"Rural","Married (Islamic)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,456302,4,3,0,"High"
"CENTRAL","Female",28,"Rural","Informal/living together","JSS/JHS",NA,NA,NA,3,NA,618.119080643605,"No",108410,1,4,0,"Low"
"GREATER ACCRA","Female",21,"Urban","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,309204,NA,4,1,"Low"
"CENTRAL","Male",44,"Urban","Informal/living together","JSS/JHS",NA,3,"Skilled agricultural, forestry and fishery workers",0,"No",30,"Don't Know",704913,1,4,1,"Low"
"ASHANTI","Female",20,"Urban","Never married","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,324418,NA,6,1,"Low"
"SAVANNAH","Male",56,"Rural","Married (Islamic)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",649711,1,0,0,"High"
"OTI","Female",11,"Rural",NA,"Primary",35,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,443616,2,3,0,"High"
"WESTERN","Female",52,"Rural","Widowed","No Formal Education",NA,NA,"Service and sales workers",3,NA,660.672413793103,"No",202103,1,0,0,"Low"
"SAVANNAH","Male",34,"Urban","Never married","SSS/SHS",NA,NA,"Professionals",0,NA,1646.2,NA,249512,1,6,1,"High"
"NORTHERN","Male",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,245513,1,NA,1,"Low"
"AHAFO","Male",17,"Rural","Never married","JSS/JHS",250,NA,NA,NA,NA,618.119080643605,NA,635117,1,4,0,"Low"
"ASHANTI","Female",39,"Urban","Separated","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",726808,1,3,1,"Low"
"BONO","Male",7,"Rural",NA,"Primary",10,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,538710,10,3,0,"High"
"BONO EAST","Male",18,"Urban","Never married","SSS/SHS",400,NA,"Skilled agricultural, forestry and fishery workers",8,NA,889,NA,140112,NA,6,1,"High"
"BONO EAST","Male",28,"Urban","Married (Customary/Traditional)","Primary",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,440513,1,3,1,"Low"
"NORTHERN","Male",24,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,NA,5,NA,618.119080643605,"No",146818,2,4,0,"Low"
"AHAFO","Male",0,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,434206,2,NA,1,"Low"
"NORTHERN","Female",7,"Rural",NA,"Primary",250,NA,NA,NA,NA,704.84499041006,NA,147205,1,3,0,"Low"
"UPPER WEST","Female",12,"Rural","Never married","Primary",120,NA,NA,NA,NA,704.84499041006,NA,758418,NA,3,0,"Low"
"ASHANTI","Female",54,"Urban","Informal/living together","Middle",NA,NA,NA,NA,NA,777.271367946636,NA,625611,1,5,1,"High"
"EASTERN","Male",19,"Rural","Never married","JSS/JHS",300,NA,NA,NA,NA,618.119080643605,NA,421713,1,4,0,"Low"
"BONO EAST","Male",3,"Urban",NA,"Kindergarten",360,NA,NA,NA,NA,729.655004205214,NA,139108,1,2,1,"High"
"UPPER WEST","Female",18,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,259004,1,4,0,"Low"
"NORTHERN","Female",22,"Rural","Never married","JSS/JHS",150,NA,NA,NA,NA,618.119080643605,NA,347715,2,4,0,"Low"
"ASHANTI","Female",25,"Urban","Never married","Secondary",NA,NA,"Service and sales workers",9,NA,660.672413793103,"No",726918,1,7,1,"Low"
"OTI","Male",15,"Rural","Never married","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,144603,1,0,0,"High"
"ASHANTI","Male",56,"Urban","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",9,NA,889,"No",623716,1,5,1,"High"
"VOLTA","Female",33,"Urban","Separated","JSS/JHS",NA,NA,"Service and sales workers",0,"No",300,"No",114611,1,4,1,"Low"
"BONO EAST","Male",20,"Rural","Never married","Primary",0,NA,NA,NA,NA,704.84499041006,NA,442013,1,3,0,"Low"
"EASTERN","Female",28,"Urban","Informal/living together","Primary",NA,5,"Service and sales workers",0,"No",170,"Don't Know",219419,1,3,1,"Low"
"CENTRAL","Male",47,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",608508,1,4,0,"High"
"UPPER WEST","Female",72,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",758516,1,0,0,"High"
"WESTERN","Male",80,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",702105,1,5,0,"High"
"ASHANTI","Male",6,"Urban",NA,"Primary",300,NA,NA,NA,NA,704.84499041006,NA,127314,NA,3,1,"Low"
"NORTH EAST","Female",19,"Rural","Married (Islamic)","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,152810,NA,4,0,"Low"
"WESTERN NORTH","Male",20,"Urban","Never married","JSS/JHS",NA,NA,"Craft and related trades workers",1,NA,267.5,NA,530702,10,4,1,"Low"
"OTI","Male",6,"Rural",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,544112,10,2,0,"High"
"WESTERN NORTH","Male",7,"Rural",NA,"Primary",180,NA,NA,NA,NA,704.84499041006,NA,631705,1,3,0,"Low"
"UPPER EAST","Female",23,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Craft and related trades workers",0,NA,267.5,"No",255503,1,3,0,"Low"
"WESTERN","Female",2,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,702819,1,NA,0,"Low"
"BONO EAST","Female",78,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,141804,1,0,0,"High"
"BONO EAST","Female",12,"Urban","Never married","JSS/JHS",200,NA,NA,NA,NA,618.119080643605,NA,439904,1,4,1,"Low"
"CENTRAL","Female",40,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,407109,1,3,0,"High"
"VOLTA","Female",24,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Craft and related trades workers",6,NA,267.5,NA,516602,10,4,0,"Low"
"EASTERN","Male",18,"Urban","Never married","SSS/SHS",900,NA,NA,NA,NA,673.530203086443,NA,519805,10,6,1,"Low"
"BONO","Male",15,"Rural","Never married","JSS/JHS",160,NA,NA,NA,NA,618.119080643605,NA,738708,1,4,0,"Low"
"WESTERN","Female",14,"Rural","Never married","Primary",50,NA,NA,NA,NA,704.84499041006,NA,403815,1,3,0,"Low"
"NORTHERN","Female",5,"Rural",NA,"Kindergarten",90,NA,NA,NA,NA,729.655004205214,NA,347713,1,2,0,"High"
"VOLTA","Female",70,"Rural","Informal/living together","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,116918,1,0,0,"High"
"NORTH EAST","Female",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,751911,1,NA,1,"Low"
"UPPER EAST","Male",28,"Urban","Never married","SSS/SHS",NA,NA,"Craft and related trades workers",9,NA,267.5,"No",754908,3,6,1,"Low"
"SAVANNAH","Female",7,"Urban",NA,"Primary",15,NA,NA,NA,NA,704.84499041006,NA,248914,1,3,1,"Low"
"ASHANTI","Male",29,"Urban","Informal/living together","JSS/JHS",NA,NA,"Craft and related trades workers",4,NA,267.5,"Yes",627404,1,4,1,"Low"
"UPPER WEST","Female",20,"Rural","Never married","JSS/JHS",NA,NA,"Craft and related trades workers",2,"No",10,NA,258916,1,4,0,"Low"
"GREATER ACCRA","Female",28,"Urban","Informal/living together","Primary",NA,1,"Service and sales workers",0,"No",10,NA,112407,2,3,1,"Low"
"GREATER ACCRA","Male",12,"Urban","Never married","Primary",1200,NA,NA,NA,NA,704.84499041006,NA,409520,1,3,1,"Low"
"SAVANNAH","Male",31,"Urban","Married (Customary/Traditional)","Tertiary - Bachelor's Degree",NA,5,"Professionals",0,"Yes",2100,"Yes",549120,10,12,1,"High"
"EASTERN","Male",19,"Rural","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,421905,1,6,0,"High"
"ASHANTI","Male",12,"Rural","Never married","Primary",120,NA,NA,NA,NA,704.84499041006,NA,728203,1,3,0,"Low"
"ASHANTI","Female",11,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,126302,NA,3,1,"Low"
"AHAFO","Male",25,"Rural","Married (Islamic)","JSS/JHS",NA,6,"Craft and related trades workers",0,"No",50,"No",234301,1,4,0,"Low"
